filename,zoom,xtile,ytile,topLeftLat,topLeftLong,botRightLat,botRightLong
14-8300-5444.png,14,8300,5444,51.56341232867588,2.373046875,51.549751017014174,2.39501953125
14-8300-5445.png,14,8300,5445,51.549751017014174,2.373046875,51.53608560178474,2.39501953125
14-8300-5446.png,14,8300,5446,51.53608560178474,2.373046875,51.52241608253254,2.39501953125
14-8300-5447.png,14,8300,5447,51.52241608253254,2.373046875,51.50874245880333,2.39501953125
14-8300-5448.png,14,8300,5448,51.50874245880333,2.373046875,51.49506473014369,2.39501953125
14-8300-5449.png,14,8300,5449,51.49506473014369,2.373046875,51.481382896100975,2.39501953125
14-8300-5450.png,14,8300,5450,51.481382896100975,2.373046875,51.467696956223364,2.39501953125
14-8300-5451.png,14,8300,5451,51.467696956223364,2.373046875,51.45400691005982,2.39501953125
14-8300-5452.png,14,8300,5452,51.45400691005982,2.373046875,51.44031275716011,2.39501953125
14-8300-5453.png,14,8300,5453,51.44031275716011,2.373046875,51.42661449707482,2.39501953125
14-8300-5454.png,14,8300,5454,51.42661449707482,2.373046875,51.41291212935532,2.39501953125
14-8300-5455.png,14,8300,5455,51.41291212935532,2.373046875,51.39920565355377,2.39501953125
14-8300-5456.png,14,8300,5456,51.39920565355377,2.373046875,51.385495069223204,2.39501953125
14-8300-5457.png,14,8300,5457,51.385495069223204,2.373046875,51.371780375917375,2.39501953125
14-8300-5458.png,14,8300,5458,51.371780375917375,2.373046875,51.35806157319092,2.39501953125
14-8300-5459.png,14,8300,5459,51.35806157319092,2.373046875,51.344338660599234,2.39501953125
14-8300-5460.png,14,8300,5460,51.344338660599234,2.373046875,51.330611637698524,2.39501953125
14-8300-5461.png,14,8300,5461,51.330611637698524,2.373046875,51.316880504045855,2.39501953125
14-8300-5462.png,14,8300,5462,51.316880504045855,2.373046875,51.303145259199056,2.39501953125
14-8300-5463.png,14,8300,5463,51.303145259199056,2.373046875,51.289405902716794,2.39501953125
14-8300-5464.png,14,8300,5464,51.289405902716794,2.373046875,51.27566243415851,2.39501953125
14-8300-5465.png,14,8300,5465,51.27566243415851,2.373046875,51.26191485308452,2.39501953125
14-8300-5466.png,14,8300,5466,51.26191485308452,2.373046875,51.248163159055906,2.39501953125
14-8300-5467.png,14,8300,5467,51.248163159055906,2.373046875,51.234407351634594,2.39501953125
14-8300-5468.png,14,8300,5468,51.234407351634594,2.373046875,51.22064743038331,2.39501953125
14-8300-5469.png,14,8300,5469,51.22064743038331,2.373046875,51.206883394865606,2.39501953125
14-8300-5470.png,14,8300,5470,51.206883394865606,2.373046875,51.193115244645874,2.39501953125
14-8300-5471.png,14,8300,5471,51.193115244645874,2.373046875,51.17934297928927,2.39501953125
14-8300-5472.png,14,8300,5472,51.17934297928927,2.373046875,51.16556659836182,2.39501953125
14-8300-5473.png,14,8300,5473,51.16556659836182,2.373046875,51.151786101430375,2.39501953125
14-8300-5474.png,14,8300,5474,51.151786101430375,2.373046875,51.13800148806256,2.39501953125
14-8300-5475.png,14,8300,5475,51.13800148806256,2.373046875,51.124212757826875,2.39501953125
14-8300-5476.png,14,8300,5476,51.124212757826875,2.373046875,51.110419910292634,2.39501953125
14-8300-5477.png,14,8300,5477,51.110419910292634,2.373046875,51.096622945029935,2.39501953125
14-8300-5478.png,14,8300,5478,51.096622945029935,2.373046875,51.08282186160977,2.39501953125
14-8300-5479.png,14,8300,5479,51.08282186160977,2.373046875,51.0690166596039,2.39501953125
14-8300-5480.png,14,8300,5480,51.0690166596039,2.373046875,51.055207338584964,2.39501953125
14-8300-5481.png,14,8300,5481,51.055207338584964,2.373046875,51.041393898126366,2.39501953125
14-8300-5482.png,14,8300,5482,51.041393898126366,2.373046875,51.02757633780241,2.39501953125
14-8300-5483.png,14,8300,5483,51.02757633780241,2.373046875,51.013754657188194,2.39501953125
14-8300-5484.png,14,8300,5484,51.013754657188194,2.373046875,50.99992885585964,2.39501953125
14-8300-5485.png,14,8300,5485,50.99992885585964,2.373046875,50.98609893339354,2.39501953125
14-8300-5486.png,14,8300,5486,50.98609893339354,2.373046875,50.97226488936749,2.39501953125
14-8300-5487.png,14,8300,5487,50.97226488936749,2.373046875,50.95842672335992,2.39501953125
14-8300-5488.png,14,8300,5488,50.95842672335992,2.373046875,50.944584434950116,2.39501953125
14-8300-5489.png,14,8300,5489,50.944584434950116,2.373046875,50.93073802371818,2.39501953125
14-8300-5490.png,14,8300,5490,50.93073802371818,2.373046875,50.91688748924506,2.39501953125
14-8300-5491.png,14,8300,5491,50.91688748924506,2.373046875,50.90303283111257,2.39501953125
14-8300-5492.png,14,8300,5492,50.90303283111257,2.373046875,50.889174048903314,2.39501953125
14-8300-5493.png,14,8300,5493,50.889174048903314,2.373046875,50.87531114220076,2.39501953125
14-8300-5494.png,14,8300,5494,50.87531114220076,2.373046875,50.86144411058923,2.39501953125
14-8300-5495.png,14,8300,5495,50.86144411058923,2.373046875,50.84757295365388,2.39501953125
14-8300-5496.png,14,8300,5496,50.84757295365388,2.373046875,50.8336976709807,2.39501953125
14-8300-5497.png,14,8300,5497,50.8336976709807,2.373046875,50.819818262156545,2.39501953125
14-8300-5498.png,14,8300,5498,50.819818262156545,2.373046875,50.805934726769074,2.39501953125
14-8300-5499.png,14,8300,5499,50.805934726769074,2.373046875,50.79204706440685,2.39501953125
14-8300-5500.png,14,8300,5500,50.79204706440685,2.373046875,50.778155274659234,2.39501953125
14-8300-5501.png,14,8300,5501,50.778155274659234,2.373046875,50.764259357116465,2.39501953125
